timestamp,speed_kmph,acceleration_mps2,gyroscope_pitch,gyroscope_roll,gyroscope_yaw
2024-11-16 22:50:26,26.03,0.31,0.41,2.98,-5.75
2024-11-16 22:50:27,26.17,0.14,-0.09,-7.09,13.32
2024-11-16 22:50:28,26.09,-0.08,-0.62,-3.75,3.96
2024-11-16 22:50:29,24.12,-1.97,-2.14,3.34,6.81
2024-11-16 22:50:30,21.22,-2.9,-1.81,-7.9,1.2
2024-11-16 22:50:31,18.36,-2.86,-3.25,3.02,-12.51
2024-11-16 22:50:32,20.73,2.37,1.96,-10.08,6.91
2024-11-16 22:50:33,19.54,-1.19,-1.81,9.25,-5.42
2024-11-16 22:50:34,20.78,1.24,0.35,-5.76,5.93
2024-11-16 22:50:35,23.55,2.77,2.21,0.38,8.72
2024-11-16 22:50:36,25.77,2.22,1.68,5.08,-9.25
2024-11-16 22:50:37,28.47,2.7,3.55,-4.36,4.92
2024-11-16 22:50:38,29.17,0.7,1.64,0.27,4.18
2024-11-16 22:50:39,26.21,-2.96,-2.52,2.04,-9.18
2024-11-16 22:50:40,27.89,1.68,1.46,0.97,6.45
2024-11-16 22:50:41,26.64,-1.25,-0.34,-8.05,-11.43
2024-11-16 22:50:42,29.09,2.45,2.34,10.57,-11.21
2024-11-16 22:50:43,29.2,0.11,0.26,5.72,-14.48
2024-11-16 22:50:44,31.29,2.09,2.44,-6.09,11.36
2024-11-16 22:50:45,31.17,-0.12,-0.86,-9.45,-1.82
2024-11-16 22:50:46,32.11,0.94,1.42,-8.69,0.89
2024-11-16 22:50:47,34.48,2.37,2.69,-8.24,5.85
2024-11-16 22:50:48,33.16,-1.32,-0.24,-5.03,5.19
2024-11-16 22:50:49,35.98,2.82,3.14,-1.08,2.97
2024-11-16 22:50:50,35.85,-0.13,0.02,1.39,-10.41
2024-11-16 22:50:51,33.83,-2.02,-1.98,6.85,-5.21
2024-11-16 22:50:52,35.39,1.56,2.44,-8.59,-2.74
2024-11-16 22:50:53,38.19,2.8,2.28,-8.62,-0.95
2024-11-16 22:50:54,38.4,0.21,-0.22,3.79,-0.06
2024-11-16 22:50:55,40.5,2.1,3.01,-5.5,7.11
2024-11-16 22:50:56,40.81,0.31,0.92,9.4,-10.72
2024-11-16 22:50:57,38.14,-2.67,-2.83,4.09,-12.75
2024-11-16 22:50:58,40.34,2.2,2.4,-6.17,-4.66
2024-11-16 22:50:59,42.97,2.63,3.62,8.22,13.38
2024-11-16 22:51:00,43.46,0.49,0.5,2.57,4.56
2024-11-16 22:51:01,45.29,1.83,2.14,4.93,-9.6
2024-11-16 22:51:02,42.7,-2.59,-3.18,1.08,6.2
2024-11-16 22:51:03,40.47,-2.23,-2.42,0.8,-3.53
2024-11-16 22:51:04,37.73,-2.74,-1.9,-5.68,-7.28
2024-11-16 22:51:05,40.17,2.44,1.96,5.92,-6.09
2024-11-16 22:51:06,42.16,1.99,1.96,-8.68,13.91
2024-11-16 22:51:07,40.49,-1.67,-1.4,-7.98,-4.68
2024-11-16 22:51:08,41.93,1.44,2.08,2.09,2.8
2024-11-16 22:51:09,40.04,-1.89,-2.78,-2.44,13.21
2024-11-16 22:51:10,40.68,0.64,0.61,7.62,9.24
2024-11-16 22:51:11,40.52,-0.16,-0.93,-1.91,14.21
2024-11-16 22:51:12,40.58,0.06,-0.84,2.55,-4.94
2024-11-16 22:51:13,41.13,0.55,1.32,1.72,-15.66
2024-11-16 22:51:14,38.17,-2.96,-2.23,6.11,6.65
2024-11-16 22:51:15,35.56,-2.61,-2.04,8.5,1.57
2024-11-16 22:51:16,33.8,-1.76,-2.44,-8.67,0.61
2024-11-16 22:51:17,35.71,1.91,1.9,-8.8,12.13
2024-11-16 22:51:18,32.8,-2.91,-3.74,-1.88,8.19
2024-11-16 22:51:19,34.69,1.89,1.32,2.51,8.88
2024-11-16 22:51:20,34.45,-0.24,0.15,-7.96,6.81
2024-11-16 22:51:21,35.66,1.21,1.48,-2.77,7.8
2024-11-16 22:51:22,37.31,1.65,2.51,10.36,0.58
2024-11-16 22:51:23,35.18,-2.13,-2.1,9.62,-5.87
2024-11-16 22:51:24,32.36,-2.82,-2.27,-3.13,-1.61
2024-11-16 22:51:25,35.13,2.77,2.78,8.02,-5.02
2024-11-16 22:51:26,32.75,-2.38,-1.58,-2.4,-11.6
2024-11-16 22:51:27,30.49,-2.26,-2.71,-2.11,7.43
2024-11-16 22:51:28,27.61,-2.88,-3.99,-7.02,-4.45
2024-11-16 22:51:29,29.39,1.78,2.34,3.25,-14.24
2024-11-16 22:51:30,30.55,1.16,1.22,3.17,-0.84
2024-11-16 22:51:31,30.72,0.17,1.05,-8.25,12.65
2024-11-16 22:51:32,29.79,-0.93,-1.53,-5.48,-9.75
2024-11-16 22:51:33,28.86,-0.93,-0.19,3.21,-12.07
2024-11-16 22:51:34,26.48,-2.38,-3.06,-1.97,11.06
2024-11-16 22:51:35,29.47,2.99,2.46,-1.14,-6.25
2024-11-16 22:51:36,32.08,2.61,3.39,8.12,13.12
2024-11-16 22:51:37,30.13,-1.95,-1.46,8.97,1.72
2024-11-16 22:51:38,28.39,-1.74,-1.68,9.59,-9.32
2024-11-16 22:51:39,26.19,-2.2,-1.63,7.13,-12.34
2024-11-16 22:51:40,23.44,-2.75,-3.71,-6.07,-3.99
2024-11-16 22:51:41,23.63,0.19,-0.14,5.99,-4.22
2024-11-16 22:51:42,22.39,-1.24,-1.26,9.44,0.69
2024-11-16 22:51:43,24.62,2.23,2.36,-0.2,6.29
2024-11-16 22:51:44,24.57,-0.05,0.13,-10.21,14.41
2024-11-16 22:51:45,26.03,1.46,0.69,4.72,12.98
2024-11-16 22:51:46,27.48,1.45,0.61,-7.71,0.54
2024-11-16 22:51:47,28.3,0.82,0.67,4.66,-2.63
2024-11-16 22:51:48,25.32,-2.98,-3.1,4.49,-9.88
2024-11-16 22:51:49,24.57,-0.75,-0.06,-9.23,2.1
2024-11-16 22:51:50,21.74,-2.83,-3.64,2.35,3.38
2024-11-16 22:51:51,19.26,-2.48,-3.28,-4.08,10.46
2024-11-16 22:51:52,20.59,1.33,1.62,-8.28,-7.11
2024-11-16 22:51:53,21.95,1.36,1.31,-5.17,-7.09
2024-11-16 22:51:54,19.69,-2.26,-1.48,-2.38,11.47
2024-11-16 22:51:55,20.11,0.42,0.28,3.98,13.49
2024-11-16 22:51:56,21.55,1.44,0.99,-0.94,-7.99
2024-11-16 22:51:57,24.13,2.58,2.13,-2.63,-15.1
2024-11-16 22:51:58,26.6,2.47,1.83,3.4,5.86
2024-11-16 22:51:59,28.81,2.21,2.81,8.79,-2.04
2024-11-16 22:52:00,28.05,-0.76,-1.4,2.45,13.49
2024-11-16 22:52:01,26.42,-1.63,-1.24,2.2,7.79
2024-11-16 22:52:02,24.91,-1.51,-1.56,8.03,-2.37
2024-11-16 22:52:03,22.19,-2.72,-1.94,8.63,10.68
2024-11-16 22:52:04,24.79,2.6,1.94,-3.37,4.16
2024-11-16 22:52:05,24.86,0.07,1.03,3.56,-13.07
2024-11-16 22:52:06,27.29,2.43,2.07,3.2,-5.76
2024-11-16 22:52:07,26.3,-0.99,0.03,2.29,5.62
2024-11-16 22:52:08,28.05,1.75,2.59,-1.73,10.52
2024-11-16 22:52:09,29.97,1.92,1.35,0.9,-0.96
2024-11-16 22:52:10,31.2,1.23,2.28,-7.47,7.49
2024-11-16 22:52:11,32.45,1.25,0.77,6.92,1.03
2024-11-16 22:52:12,31.57,-0.88,-0.13,-2.44,5.57
2024-11-16 22:52:13,33.49,1.92,1.48,-3.42,-14.29
2024-11-16 22:52:14,34.62,1.13,0.36,-5.17,12.43
2024-11-16 22:52:15,34.66,0.04,-0.74,6.89,4.25
2024-11-16 22:52:16,34.54,-0.12,0.22,-4.5,10.51
2024-11-16 22:52:17,34.54,-0.0,-0.29,1.18,-6.41
2024-11-16 22:52:18,34.93,0.39,-0.11,-4.99,2.67
2024-11-16 22:52:19,33.91,-1.02,-0.27,8.29,-1.35
2024-11-16 22:52:20,33.7,-0.21,0.56,-5.83,12.1
2024-11-16 22:52:21,34.82,1.12,0.88,5.11,-6.57
2024-11-16 22:52:22,34.27,-0.55,0.41,4.82,8.3
2024-11-16 22:52:23,36.16,1.89,1.94,-6.41,-9.0
2024-11-16 22:52:24,33.37,-2.79,-1.93,-8.57,-3.7
2024-11-16 22:52:25,32.13,-1.24,-1.7,-0.24,2.27
2024-11-16 22:52:26,31.96,-0.17,0.56,-7.0,7.27
2024-11-16 22:52:27,32.15,0.19,1.15,-5.82,10.32
2024-11-16 22:52:28,30.4,-1.75,-2.72,-2.35,-8.57
2024-11-16 22:52:29,27.97,-2.43,-3.28,-8.02,2.76
2024-11-16 22:52:30,30.15,2.18,2.02,-3.13,12.02
2024-11-16 22:52:31,32.71,2.56,2.1,10.0,-12.86
2024-11-16 22:52:32,35.18,2.47,3.16,-2.02,3.59
2024-11-16 22:52:33,32.65,-2.53,-2.18,0.89,13.31
2024-11-16 22:52:34,31.12,-1.53,-0.67,5.97,8.61
2024-11-16 22:52:35,31.12,0.0,-0.72,5.31,4.78
2024-11-16 22:52:36,33.86,2.74,2.7,0.27,9.78
2024-11-16 22:52:37,32.1,-1.76,-1.72,-7.19,12.56
2024-11-16 22:52:38,34.92,2.82,2.47,6.04,3.75
2024-11-16 22:52:39,32.22,-2.7,-3.23,7.03,7.44
2024-11-16 22:52:40,32.05,-0.17,0.24,-6.98,-13.02
2024-11-16 22:52:41,30.19,-1.86,-2.32,-9.26,-13.26
2024-11-16 22:52:42,29.4,-0.79,-1.04,0.47,7.21
2024-11-16 22:52:43,30.28,0.88,0.86,8.37,8.07
2024-11-16 22:52:44,31.66,1.38,1.63,-0.86,12.4
2024-11-16 22:52:45,30.04,-1.62,-1.17,0.18,-14.12
2024-11-16 22:52:46,31.57,1.53,1.79,-8.84,10.78
2024-11-16 22:52:47,29.59,-1.98,-1.26,-0.53,-8.82
2024-11-16 22:52:48,29.8,0.21,0.03,-2.95,-3.66
2024-11-16 22:52:49,30.79,0.99,1.1,-4.84,-8.13
2024-11-16 22:52:50,33.25,2.46,2.25,-5.93,-4.33
2024-11-16 22:52:51,35.33,2.08,2.28,4.06,-3.55
2024-11-16 22:52:52,36.67,1.34,1.48,2.72,5.37
2024-11-16 22:52:53,35.8,-0.87,-0.07,7.8,7.3
2024-11-16 22:52:54,35.9,0.1,-0.09,-3.2,8.8
2024-11-16 22:52:55,33.03,-2.87,-3.9,2.71,6.99
2024-11-16 22:52:56,34.32,1.29,0.87,-3.16,7.73
2024-11-16 22:52:57,31.35,-2.97,-2.68,1.54,5.83
2024-11-16 22:52:58,29.34,-2.01,-1.55,-8.1,13.3
2024-11-16 22:52:59,31.95,2.61,3.79,0.58,-4.65
2024-11-16 22:53:00,32.96,1.01,1.48,7.22,-6.93
2024-11-16 22:53:01,30.46,-2.5,-3.19,4.35,3.44
2024-11-16 22:53:02,31.29,0.83,1.58,-3.13,3.49
2024-11-16 22:53:03,30.73,-0.56,-0.21,9.7,-1.52
2024-11-16 22:53:04,28.35,-2.38,-2.57,-7.3,-0.45
2024-11-16 22:53:05,25.57,-2.78,-2.41,-3.56,-3.65
2024-11-16 22:53:06,23.74,-1.83,-1.21,-6.46,10.92
2024-11-16 22:53:07,24.05,0.31,0.97,-0.1,13.16
2024-11-16 22:53:08,21.31,-2.74,-2.27,-6.53,-7.13
2024-11-16 22:53:09,20.49,-0.82,-1.54,10.11,-1.3
2024-11-16 22:53:10,20.4,-0.09,-0.74,7.05,-3.33
2024-11-16 22:53:11,18.23,-2.17,-1.51,-2.25,-2.59
2024-11-16 22:53:12,18.37,0.14,-0.46,-1.76,-3.2
2024-11-16 22:53:13,20.6,2.23,2.94,6.93,11.37
2024-11-16 22:53:14,23.0,2.4,2.19,1.19,14.78
2024-11-16 22:53:15,20.24,-2.76,-3.28,-2.22,-4.54
2024-11-16 22:53:16,18.98,-1.26,-1.97,-6.66,2.52
2024-11-16 22:53:17,19.93,0.95,1.56,0.4,-15.61
2024-11-16 22:53:18,20.46,0.53,0.24,7.56,1.96
2024-11-16 22:53:19,21.43,0.97,1.68,-1.39,15.63
2024-11-16 22:53:20,19.35,-2.08,-1.49,6.2,8.06
2024-11-16 22:53:21,22.22,2.87,2.62,-8.36,-10.21
2024-11-16 22:53:22,21.38,-0.84,-0.81,-4.09,8.26
2024-11-16 22:53:23,21.94,0.56,0.96,-2.61,-12.08
2024-11-16 22:53:24,22.82,0.88,1.28,-7.13,-10.88
2024-11-16 22:53:25,21.86,-0.96,-0.02,8.47,11.5
2024-11-16 22:53:26,20.87,-0.99,-1.58,1.94,-6.6
2024-11-16 22:53:27,19.08,-1.79,-2.05,5.12,8.32
2024-11-16 22:53:28,16.68,-2.4,-2.24,3.68,-13.43
2024-11-16 22:53:29,18.58,1.9,2.5,2.37,11.53
2024-11-16 22:53:30,20.38,1.8,2.04,5.15,4.7
2024-11-16 22:53:31,20.96,0.58,1.25,-4.85,6.17
2024-11-16 22:53:32,20.03,-0.93,-1.31,4.09,4.63
2024-11-16 22:53:33,21.4,1.37,1.19,-10.02,-7.19
2024-11-16 22:53:34,21.37,-0.03,0.51,-6.93,7.38
2024-11-16 22:53:35,23.97,2.6,2.39,6.22,-7.16
2024-11-16 22:53:36,23.51,-0.46,0.05,-4.12,-1.45
2024-11-16 22:53:37,26.44,2.93,2.2,-8.35,4.16
2024-11-16 22:53:38,26.74,0.3,-0.4,2.54,4.57
2024-11-16 22:53:39,29.24,2.5,1.51,-4.47,3.5
2024-11-16 22:53:40,31.63,2.39,3.24,-10.08,-4.33
2024-11-16 22:53:41,31.06,-0.57,-0.23,-4.49,6.54
2024-11-16 22:53:42,32.84,1.78,0.95,-4.97,-0.64
2024-11-16 22:53:43,34.96,2.12,1.92,2.86,14.1
2024-11-16 22:53:44,36.37,1.41,1.59,-2.92,9.59
2024-11-16 22:53:45,34.7,-1.67,-1.05,-4.15,6.1
2024-11-16 22:53:46,32.94,-1.76,-2.04,7.2,-9.8
2024-11-16 22:53:47,35.53,2.59,2.36,-4.53,10.43
2024-11-16 22:53:48,33.72,-1.81,-2.72,-3.56,-8.03
2024-11-16 22:53:49,32.1,-1.62,-1.04,0.73,-4.52
2024-11-16 22:53:50,34.88,2.78,3.76,0.06,3.25
2024-11-16 22:53:51,36.07,1.19,0.52,-7.38,4.41
2024-11-16 22:53:52,35.94,-0.13,0.03,4.64,0.98
2024-11-16 22:53:53,34.71,-1.23,-2.1,-9.05,10.46
2024-11-16 22:53:54,36.69,1.98,1.13,7.9,0.96
2024-11-16 22:53:55,38.08,1.39,1.19,5.65,-0.05
2024-11-16 22:53:56,39.05,0.97,1.91,-6.9,-11.39
2024-11-16 22:53:57,37.8,-1.25,-1.46,5.66,14.46
2024-11-16 22:53:58,38.51,0.71,1.58,4.62,-3.53
2024-11-16 22:53:59,37.87,-0.64,-0.3,4.11,14.52
2024-11-16 22:54:00,38.24,0.37,-0.14,10.48,-12.45
2024-11-16 22:54:01,40.97,2.73,2.58,-4.56,1.42
2024-11-16 22:54:02,43.14,2.17,2.79,-7.34,5.34
2024-11-16 22:54:03,43.5,0.36,-0.58,-7.74,13.73
2024-11-16 22:54:04,42.24,-1.26,-0.43,-7.85,-14.24
2024-11-16 22:54:05,43.09,0.85,0.37,-3.29,13.65
2024-11-16 22:54:06,40.66,-2.43,-1.64,6.22,-13.56
2024-11-16 22:54:07,40.91,0.25,-0.11,10.11,7.79
2024-11-16 22:54:08,41.73,0.82,1.55,1.12,-2.74
2024-11-16 22:54:09,39.9,-1.83,-0.97,-9.07,14.82
2024-11-16 22:54:10,42.0,2.1,2.24,-8.84,-5.69
2024-11-16 22:54:11,40.68,-1.32,-0.93,2.58,-14.37
2024-11-16 22:54:12,40.5,-0.18,-0.81,-4.0,-3.78
2024-11-16 22:54:13,38.68,-1.82,-1.46,-5.64,12.42
2024-11-16 22:54:14,37.72,-0.96,-1.39,6.35,2.25
2024-11-16 22:54:15,39.54,1.82,0.91,-4.49,-12.05
2024-11-16 22:54:16,38.47,-1.07,-0.84,-8.79,-3.16
2024-11-16 22:54:17,40.26,1.79,0.94,8.9,10.44
2024-11-16 22:54:18,42.32,2.06,1.96,-4.92,14.45
2024-11-16 22:54:19,44.33,2.01,1.52,9.56,8.88
2024-11-16 22:54:20,46.68,2.35,1.59,9.49,-10.14
2024-11-16 22:54:21,44.97,-1.71,-1.29,5.32,8.14
2024-11-16 22:54:22,46.99,2.02,1.02,1.34,-13.08
2024-11-16 22:54:23,47.71,0.72,1.41,7.38,-4.33
2024-11-16 22:54:24,49.25,1.54,2.67,7.56,-10.87
2024-11-16 22:54:25,51.91,2.66,1.93,8.08,-11.7
2024-11-16 22:54:26,52.92,1.01,0.48,-3.15,0.61
2024-11-16 22:54:27,55.54,2.62,2.84,7.62,3.54
2024-11-16 22:54:28,57.68,2.14,3.28,-2.1,5.7
2024-11-16 22:54:29,58.63,0.95,1.59,6.36,-12.56
2024-11-16 22:54:30,60.0,1.37,0.51,-8.66,2.57
2024-11-16 22:54:31,57.19,-2.81,-2.58,1.29,-1.65
2024-11-16 22:54:32,56.98,-0.21,-1.0,-8.63,-9.19
2024-11-16 22:54:33,55.18,-1.8,-2.6,9.09,2.0
2024-11-16 22:54:34,54.44,-0.74,-1.34,6.62,-10.21
2024-11-16 22:54:35,52.76,-1.68,-1.76,7.37,5.44
2024-11-16 22:54:36,54.45,1.69,1.41,4.06,-9.13
2024-11-16 22:54:37,57.06,2.61,2.31,-4.08,-0.48
2024-11-16 22:54:38,59.27,2.21,3.12,7.86,-2.74
2024-11-16 22:54:39,57.53,-1.74,-1.67,-5.42,-3.79
2024-11-16 22:54:40,59.39,1.86,2.35,-10.01,4.94
2024-11-16 22:54:41,57.9,-1.49,-0.88,9.21,3.19
2024-11-16 22:54:42,58.32,0.42,0.74,-8.99,11.71
2024-11-16 22:54:43,56.92,-1.4,-0.78,0.64,-9.72
2024-11-16 22:54:44,56.62,-0.3,0.26,6.18,12.1
2024-11-16 22:54:45,59.29,2.67,3.11,6.27,8.38
2024-11-16 22:54:46,57.09,-2.2,-2.87,8.58,2.84
2024-11-16 22:54:47,58.48,1.39,0.99,-9.31,-1.61
2024-11-16 22:54:48,59.59,1.11,1.05,-4.91,7.52
2024-11-16 22:54:49,60.0,0.41,-0.58,9.76,-12.1
2024-11-16 22:54:50,57.58,-2.42,-1.71,8.58,2.27
2024-11-16 22:54:51,56.11,-1.47,-1.7,4.54,-5.36
2024-11-16 22:54:52,56.5,0.39,-0.4,-3.46,-3.94
2024-11-16 22:54:53,57.9,1.4,0.68,-6.71,-2.74
2024-11-16 22:54:54,57.83,-0.07,0.48,-0.8,10.03
2024-11-16 22:54:55,59.19,1.36,0.64,-3.82,-6.3
2024-11-16 22:54:56,58.58,-0.61,-0.67,1.81,7.98
2024-11-16 22:54:57,57.23,-1.35,-0.91,0.32,5.38
2024-11-16 22:54:58,57.79,0.56,0.67,9.76,4.14
2024-11-16 22:54:59,60.0,2.21,2.75,-6.61,7.54
2024-11-16 22:55:00,59.48,-0.52,0.06,6.24,12.56
2024-11-16 22:55:01,58.26,-1.22,-1.47,7.41,-4.09
2024-11-16 22:55:02,60.0,1.74,2.12,8.81,2.1
2024-11-16 22:55:03,58.07,-1.93,-1.95,2.23,-2.73
2024-11-16 22:55:04,58.41,0.34,-0.44,-4.21,-1.6
2024-11-16 22:55:05,60.0,1.59,1.03,-1.76,4.59
2024-11-16 22:55:06,58.3,-1.7,-2.43,-3.6,10.19
2024-11-16 22:55:07,59.39,1.09,0.93,3.47,-8.27
2024-11-16 22:55:08,60.0,0.61,0.02,4.46,-9.19
2024-11-16 22:55:09,57.37,-2.63,-2.16,-3.1,7.84
2024-11-16 22:55:10,55.05,-2.32,-1.89,-4.73,-2.13
2024-11-16 22:55:11,53.22,-1.83,-1.79,1.37,2.31
2024-11-16 22:55:12,51.36,-1.86,-1.04,2.33,-1.87
2024-11-16 22:55:13,52.48,1.12,0.67,-4.78,8.22
2024-11-16 22:55:14,52.66,0.18,0.58,2.54,-8.22
2024-11-16 22:55:15,53.46,0.8,1.73,1.59,-14.14
2024-11-16 22:55:16,54.16,0.7,0.4,2.99,-7.18
2024-11-16 22:55:17,56.45,2.29,2.65,4.96,2.91
2024-11-16 22:55:18,56.44,-0.01,0.37,7.97,-12.62
2024-11-16 22:55:19,59.42,2.98,3.78,-0.35,1.56
2024-11-16 22:55:20,59.4,-0.02,0.78,-2.81,2.46
2024-11-16 22:55:21,59.32,-0.08,0.61,6.92,5.5
2024-11-16 22:55:22,56.7,-2.62,-2.39,7.78,-1.52
2024-11-16 22:55:23,53.72,-2.98,-3.85,-6.19,-14.29
2024-11-16 22:55:24,56.64,2.92,2.33,5.24,-12.07
2024-11-16 22:55:25,59.37,2.73,3.09,-6.17,11.67
2024-11-16 22:55:26,60.0,0.63,1.36,-1.46,-5.41
2024-11-16 22:55:27,58.2,-1.8,-1.55,3.37,5.68
2024-11-16 22:55:28,56.46,-1.74,-1.25,8.06,2.97
2024-11-16 22:55:29,55.33,-1.13,-0.97,0.65,-12.65
2024-11-16 22:55:30,55.4,0.07,-0.39,-2.77,-13.83
2024-11-16 22:55:31,54.74,-0.66,-1.31,-7.16,-2.57
2024-11-16 22:55:32,53.76,-0.98,-0.37,0.71,-6.27
2024-11-16 22:55:33,55.14,1.38,1.08,3.23,3.62
2024-11-16 22:55:34,54.72,-0.42,0.39,-8.59,10.19
2024-11-16 22:55:35,53.26,-1.46,-1.63,-8.15,-9.22
2024-11-16 22:55:36,51.96,-1.3,-1.31,-2.69,10.51
2024-11-16 22:55:37,52.39,0.43,-0.27,5.77,3.18
2024-11-16 22:55:38,53.77,1.38,2.03,-7.35,12.83
2024-11-16 22:55:39,54.47,0.7,0.65,-5.61,5.55
2024-11-16 22:55:40,52.29,-2.18,-2.0,0.14,-5.78
2024-11-16 22:55:41,52.38,0.09,0.16,0.15,8.47
2024-11-16 22:55:42,51.61,-0.77,-0.87,-3.78,-2.77
2024-11-16 22:55:43,48.78,-2.83,-2.25,-1.6,9.91
2024-11-16 22:55:44,47.49,-1.29,-1.38,-4.55,12.01
2024-11-16 22:55:45,48.84,1.35,1.54,-9.76,-8.37
2024-11-16 22:55:46,47.31,-1.53,-2.24,8.09,1.49
2024-11-16 22:55:47,48.39,1.08,1.58,-0.45,1.95
2024-11-16 22:55:48,50.3,1.91,1.57,-5.55,-12.74
2024-11-16 22:55:49,52.41,2.11,1.47,1.25,5.47
2024-11-16 22:55:50,53.18,0.77,1.6,-2.1,-11.33
2024-11-16 22:55:51,51.5,-1.68,-2.0,-4.0,-12.99
2024-11-16 22:55:52,54.03,2.53,2.31,-0.94,-15.32
2024-11-16 22:55:53,55.7,1.67,1.79,-4.09,5.93
2024-11-16 22:55:54,52.98,-2.72,-3.67,-2.4,-12.06
2024-11-16 22:55:55,55.22,2.24,1.1,3.19,-3.84
2024-11-16 22:55:56,53.12,-2.1,-2.08,-5.97,0.08
2024-11-16 22:55:57,51.93,-1.19,-0.65,6.36,-12.92
2024-11-16 22:55:58,52.54,0.61,0.4,5.06,12.51
2024-11-16 22:55:59,52.16,-0.38,-0.63,-7.34,12.86
2024-11-16 22:56:00,50.1,-2.06,-2.47,-0.84,-3.46
2024-11-16 22:56:01,51.81,1.71,0.75,-7.64,-12.61
2024-11-16 22:56:02,51.86,0.05,-0.17,1.68,-3.22
2024-11-16 22:56:03,51.12,-0.74,-1.14,-5.86,3.57
2024-11-16 22:56:04,53.11,1.99,2.5,-7.4,-10.99
2024-11-16 22:56:05,53.35,0.24,0.17,2.09,14.8
2024-11-16 22:56:06,56.22,2.87,2.82,-3.64,-12.59
2024-11-16 22:56:07,58.42,2.2,1.38,7.32,1.31
2024-11-16 22:56:08,57.92,-0.5,-0.38,-3.67,-7.71
2024-11-16 22:56:09,60.0,2.08,1.57,7.4,0.45
2024-11-16 22:56:10,60.0,0.0,0.25,-6.71,11.48
2024-11-16 22:56:11,60.0,0.0,0.89,4.93,-11.69
2024-11-16 22:56:12,60.0,0.0,0.35,-1.78,-1.16
2024-11-16 22:56:13,58.79,-1.21,-1.0,-10.04,-12.18
2024-11-16 22:56:14,59.85,1.06,1.34,0.41,4.17
2024-11-16 22:56:15,59.08,-0.77,-0.99,-2.59,-11.71
2024-11-16 22:56:16,58.66,-0.42,0.13,9.46,-0.59
2024-11-16 22:56:17,60.0,1.34,0.55,-0.78,7.86
2024-11-16 22:56:18,58.78,-1.22,-1.96,-5.48,-10.18
2024-11-16 22:56:19,55.86,-2.92,-2.65,-7.46,-11.68
2024-11-16 22:56:20,58.14,2.28,3.08,7.53,-0.55
2024-11-16 22:56:21,60.0,1.86,1.01,-7.25,-1.19
2024-11-16 22:56:22,58.02,-1.98,-1.42,0.43,6.46
2024-11-16 22:56:23,58.37,0.35,0.81,-0.86,-9.68
2024-11-16 22:56:24,56.39,-1.98,-2.17,5.78,-5.92
2024-11-16 22:56:25,54.78,-1.61,-0.68,0.7,2.93
2024-11-16 22:56:26,53.58,-1.2,-0.53,-7.53,2.75
2024-11-16 22:56:27,52.0,-1.58,-1.24,-0.7,11.29
2024-11-16 22:56:28,53.19,1.19,1.66,-4.9,7.79
2024-11-16 22:56:29,52.95,-0.24,-0.76,0.8,0.33
2024-11-16 22:56:30,51.29,-1.66,-1.87,5.63,-4.08
2024-11-16 22:56:31,54.14,2.85,2.51,-7.82,3.26
2024-11-16 22:56:32,51.21,-2.93,-2.75,6.73,-5.9
2024-11-16 22:56:33,50.02,-1.19,-0.56,3.83,3.6
2024-11-16 22:56:34,47.79,-2.23,-3.21,-0.57,10.43
2024-11-16 22:56:35,48.02,0.23,-0.48,9.14,4.92
2024-11-16 22:56:36,45.78,-2.24,-3.3,1.63,11.63
2024-11-16 22:56:37,47.77,1.99,2.14,-2.18,-6.12
2024-11-16 22:56:38,46.53,-1.24,-1.33,-6.79,12.61
2024-11-16 22:56:39,48.76,2.23,1.58,3.24,-3.14
2024-11-16 22:56:40,47.84,-0.92,-1.83,8.59,-14.28
2024-11-16 22:56:41,48.59,0.75,1.37,7.79,0.81
2024-11-16 22:56:42,48.66,0.07,-0.47,-0.7,13.36
2024-11-16 22:56:43,47.3,-1.36,-2.22,6.09,0.3
2024-11-16 22:56:44,48.63,1.33,2.35,8.84,-13.62
2024-11-16 22:56:45,51.46,2.83,3.45,9.06,10.99
2024-11-16 22:56:46,52.09,0.63,0.23,0.19,14.5
2024-11-16 22:56:47,51.63,-0.46,0.05,-9.17,-11.98
2024-11-16 22:56:48,51.52,-0.11,-0.83,4.05,12.12
2024-11-16 22:56:49,48.75,-2.77,-2.33,-3.89,-6.47
2024-11-16 22:56:50,50.18,1.43,0.93,-8.53,8.24
2024-11-16 22:56:51,52.12,1.94,0.97,-7.09,3.0
2024-11-16 22:56:52,53.22,1.1,0.71,10.06,-7.56
2024-11-16 22:56:53,55.33,2.11,1.64,8.24,-8.16
2024-11-16 22:56:54,53.11,-2.22,-1.67,-9.19,-8.26
2024-11-16 22:56:55,54.41,1.3,0.56,2.66,12.09
2024-11-16 22:56:56,52.47,-1.94,-1.82,6.33,10.78
2024-11-16 22:56:57,53.22,0.75,0.69,5.71,-5.28
2024-11-16 22:56:58,51.87,-1.35,-1.28,-4.6,13.78
2024-11-16 22:56:59,54.14,2.27,2.65,-1.28,0.15
2024-11-16 22:57:00,55.85,1.71,1.87,-8.02,-6.5
2024-11-16 22:57:01,55.34,-0.51,-0.3,0.84,6.59
2024-11-16 22:57:02,53.08,-2.26,-2.25,-6.38,-6.58
2024-11-16 22:57:03,50.83,-2.25,-1.36,5.37,8.56
2024-11-16 22:57:04,53.56,2.73,2.36,-7.81,4.74
